gvkeyx,bkvlps,cshtrm,dvpsxm,dvrate,epsx12,prccm,prchm,prclm,datadate,conm,indextype,tic,spii,spmi,indexcat
000005,,,14.5400,187.2000,485.1400,10887.3600,11224.4100,10325.7100,31JAN2001,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,14.5400,187.2000,485.1400,10495.2800,11140.0900,10225.1400,28FEB2001,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,14.5400,174.4800,457.9300,9878.7900,10940.4500,9047.5600,31MAR2001,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,14.7530,174.4800,457.9300,10734.9700,10973.1500,9303.4800,30APR2001,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,14.7530,174.4800,457.9300,10911.9400,11436.4200,10638.4800,31MAY2001,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,14.7540,177.0400,390.2300,10502.4000,11236.6800,10313.4000,30JUN2001,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,15.0100,177.0400,390.2300,10522.8100,10758.1400,10049.3800,31JUL2001,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,15.0100,177.0400,390.2300,9949.7500,10663.0700,9829.3500,31AUG2001,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,15.0000,180.0800,358.1800,8847.5600,10238.5000,7926.9300,30SEP2001,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,16.0560,180.0800,358.1800,9075.1400,9626.5400,8659.9000,31OCT2001,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,16.0570,180.0800,358.1800,9851.5600,10054.5800,8987.6100,30NOV2001,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,16.0570,192.6800,369.5100,10021.5000,10220.7800,9651.8700,31DEC2001,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,14.2100,192.6800,369.5100,9920.0000,10345.4000,9443.3200,31JAN2002,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,14.2100,192.6800,369.5100,10106.1300,10315.7200,9503.5200,28FEB2002,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,14.2100,170.5200,,10403.9400,10728.8700,10086.5100,31MAR2002,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,16.4533,170.5200,,9946.2200,10437.2900,9767.1500,30APR2002,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,16.4533,170.5200,,9925.2500,10400.6200,9749.8500,31MAY2002,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,16.4533,197.4400,,9243.2600,10016.0500,8831.9200,30JUN2002,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,14.6333,197.4400,,8736.5900,9433.0800,7489.5400,31JUL2002,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,14.6333,197.4400,,8663.5000,9129.1000,7991.4300,31AUG2002,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,14.6333,175.6000,,7591.9300,8767.8200,7422.2600,30SEP2002,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.9300,175.6000,,8397.0300,8607.0400,7177.6600,31OCT2002,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.9300,175.6000,,8896.0900,8995.7800,8237.6500,30NOV2002,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.9300,215.1600,,8341.6300,9076.3400,8214.9300,31DEC2002,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,15.5799,215.1600,,8053.8100,8896.0900,7884.6600,31JAN2003,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,15.5799,215.1600,,7891.0800,8189.3500,7602.8100,28FEB2003,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,15.5799,186.9599,,7992.1300,8552.0800,7397.3100,31MAR2003,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.8967,186.9599,,8480.0900,8587.7200,7947.3800,30APR2003,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.8967,186.9599,,8850.2600,8897.0400,8328.5500,31MAY2003,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.8967,214.7604,,8985.4400,9406.4900,8823.5100,30JUN2003,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.5866,214.7604,,9233.8000,9398.0200,8843.6100,31JUL2003,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.5866,214.7604,,9415.8200,9535.9700,8964.1200,31AUG2003,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.5866,211.0392,,9275.0600,9719.4900,9199.4300,30SEP2003,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,19.5600,211.0392,,9801.1200,9901.6400,9285.1300,31OCT2003,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,19.5600,211.0392,,9782.4600,9945.7100,9556.6800,30NOV2003,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,19.5600,234.7200,,10453.9200,10494.4400,9777.6400,31DEC2003,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.2900,234.7200,,10488.0700,10748.8100,10341.1900,31JAN2004,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.2900,234.7200,,10583.9200,10794.9500,10394.8100,29FEB2004,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.2900,207.4800,,10357.7000,10720.1400,9975.8600,31MAR2004,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.3533,207.4800,,10225.5700,10596.3700,10198.3900,30APR2004,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.3533,207.4800,,10188.4500,10403.1400,9822.1000,31MAY2004,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.3533,208.2396,,10435.4800,10530.0100,10104.0700,30JUN2004,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.8200,208.2396,,10139.7100,10473.2300,9874.3800,31JUL2004,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.8200,208.2396,,10173.9200,10235.4900,9746.6000,31AUG2004,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,17.8200,213.8400,,10080.2700,10390.6400,9950.7100,30SEP2004,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,27.2900,213.8400,,10027.4700,10313.8100,9660.1800,31OCT2004,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,27.2900,213.8400,,10428.0200,10655.0900,9953.2900,30NOV2004,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,27.2900,327.5200,,10783.0100,10895.1000,10389.8100,31DEC2004,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,19.0499,327.5200,,10489.9400,10892.6700,10317.1000,31JAN2005,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,19.0499,327.5200,,10766.2300,10889.7800,10464.3800,28FEB2005,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,19.0499,228.6000,,10503.7600,11027.1500,10351.7600,31MAR2005,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,20.1767,228.6000,,10192.5100,10600.5600,9961.5200,30APR2005,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,20.1767,228.6000,,10467.4800,10589.9200,10062.7600,31MAY2005,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,20.1767,242.1204,,10274.9700,10710.3800,10229.4000,30JUN2005,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,20.1800,242.1204,,10640.9100,10754.6000,10142.2400,31JUL2005,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,20.1800,242.1204,,10481.6000,10746.8700,10321.4200,31AUG2005,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,20.1800,242.1600,,10568.7000,10743.7700,10303.5100,30SEP2005,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,22.8767,242.1600,,10440.0700,10637.0000,10098.1800,31OCT2005,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,22.8767,242.1600,,10805.8700,10997.5000,10347.7000,30NOV2005,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,22.8767,274.5200,,10717.5000,10985.0100,10675.6400,31DEC2005,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,20.7100,274.5200,,10864.8600,11099.1500,10607.3600,31JAN2006,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,20.7100,274.5200,,10993.4100,11198.7300,10691.9700,28FEB2006,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,20.7100,248.5200,,11109.3200,11364.3400,10885.3500,31MAR2006,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,21.2967,248.5200,,11367.1400,11468.1600,11017.4300,30APR2006,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,21.2967,248.5200,,11168.3100,11709.0900,10980.2900,31MAY2006,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,21.2967,255.5600,,11150.2200,11329.2800,10653.2300,30JUN2006,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,21.7100,255.5600,,11185.6800,11301.5800,10658.3500,31JUL2006,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,21.7100,255.5600,,11381.1500,11452.9500,10998.0600,31AUG2006,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,21.7100,260.5200,,11679.0700,11782.4900,11273.8900,30SEP2006,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,25.5300,260.5200,,12080.7300,12236.1000,11608.2300,31OCT2006,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,25.5300,260.5200,,12221.9300,12409.3100,11928.9700,30NOV2006,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,25.5300,306.4000,,12463.1500,12566.1700,12070.5200,31DEC2006,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,22.9200,306.4000,,12621.6900,12685.5400,12298.5900,31JAN2007,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,22.9200,306.4000,,12268.6300,12845.7600,12078.8500,28FEB2007,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,22.9200,275.0400,,12354.3500,12550.0700,11926.7900,31MAR2007,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,23.3633,275.0400,,13062.9100,13226.9900,12284.5400,30APR2007,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,23.3633,275.0400,,13627.6400,13718.8200,12993.0200,31MAY2007,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,23.3633,280.3600,,13408.6200,13756.6900,13205.0800,30JUN2007,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,24.0433,280.3600,,13211.9900,14121.0400,13143.8700,31JUL2007,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,24.0433,280.3600,,13357.7400,13769.6300,12455.9200,31AUG2007,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,24.0433,288.4800,,13895.6300,13994.6400,12992.0200,30SEP2007,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,29.3400,288.4800,,13930.0100,14279.9600,13337.9000,31OCT2007,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,29.3400,288.4800,,13371.7200,13875.8700,12707.2600,30NOV2007,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,29.3400,352.0800,,13264.8200,13850.9200,13059.3200,31DEC2007,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.0500,352.0800,,12650.3600,13338.2300,11508.7400,31JAN2008,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.0500,352.0800,,12266.3900,12841.8800,12006.7900,29FEB2008,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.0500,312.6000,,12262.8900,12687.6100,11650.4400,31MAR2008,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.9433,312.6000,,12820.1300,13052.9100,12208.4200,30APR2008,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.9433,312.6000,,12638.3200,13191.4900,12397.5600,31MAY2008,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.9433,323.3200,,11350.0100,12652.8100,11226.3400,30JUN2008,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.0900,323.3200,,11378.0200,11820.2100,10731.9600,31JUL2008,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.0900,323.3200,,11543.9600,11933.5500,11144.5900,31AUG2008,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.0900,313.0800,,10850.6600,11831.2900,10266.7600,30SEP2008,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.3833,313.0800,,9325.0100,11022.0600,7773.7100,31OCT2008,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.3833,313.0800,,8829.0400,9711.4600,7392.2700,30NOV2008,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.3833,316.6000,,8776.3900,9151.6100,8072.4700,31DEC2008,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,24.5100,316.6000,,8000.8600,9175.1900,7856.8600,31JAN2009,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,24.5100,316.6000,,7062.9300,8376.5600,6952.0600,28FEB2009,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,24.5100,294.1200,,7608.9200,7969.0000,6440.0800,31MAR2009,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,22.2267,294.1200,,8168.1200,8383.8100,7450.7400,30APR2009,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,22.2267,294.1200,,8500.3300,8657.9600,8047.5400,31MAY2009,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,22.2267,266.7204,,8447.0000,8911.1100,8236.0700,30JUN2009,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,22.3000,266.7204,,9171.6100,9298.1300,8057.5700,31JUL2009,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,22.3000,266.7204,,9496.2800,9666.7100,9078.2800,31AUG2009,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,22.3000,267.6000,,9712.2800,9937.7200,9223.0800,30SEP2009,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,23.4233,267.6000,,9712.7300,10157.9400,9378.7700,31OCT2009,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,23.4233,267.6000,,10344.8400,10524.4000,9647.0600,30NOV2009,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,23.4233,281.0800,,10428.0500,10605.6500,10207.2900,31DEC2009,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,22.9766,281.0800,,10067.3300,10767.1500,10014.3500,31JAN2010,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,22.9766,281.0800,,10325.2600,10468.5500,9822.8400,28FEB2010,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,22.9766,275.7200,,10856.6300,10985.2600,10320.0500,31MAR2010,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,23.6867,275.7200,,11008.6100,11308.9500,10810.1500,30APR2010,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,23.6867,275.7200,,10136.6300,11203.3700,9756.1100,31MAY2010,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,23.6867,284.2400,,9774.0200,10993.0400,9726.3300,30JUN2010,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,23.8233,284.2400,,10465.9400,10632.5200,9596.0400,31JUL2010,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,23.8233,284.2400,,10014.7200,10755.6600,9915.7300,31AUG2010,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,23.8233,285.8800,,10788.0500,10960.9900,10102.2100,30SEP2010,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,25.1400,285.8800,,11118.4900,11266.3000,10682.6600,31OCT2010,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,25.1400,285.8800,,11006.0200,11505.8300,10906.4600,30NOV2010,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,25.1400,301.6800,,11577.5100,11655.0400,11128.0600,31DEC2010,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,24.5967,301.6800,,11891.9300,12072.1700,11545.8700,31JAN2011,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,24.5967,301.6800,,12226.3400,12417.9700,11893.9000,28FEB2011,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,24.5967,295.5996,,12319.7300,12422.9600,11548.1400,31MAR2011,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.3100,295.5996,,12810.5400,12885.9200,12060.8200,30APR2011,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.3100,295.5996,,12569.7900,12928.4500,12271.9000,31MAY2011,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.3100,315.7200,,12414.3400,12568.7300,11821.9600,30JUN2011,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.4333,315.7200,,12143.2400,12794.0000,12044.2100,31JUL2011,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.4333,315.7200,,11613.5300,12320.9400,10588.5500,31AUG2011,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,26.4333,317.2000,,10913.3800,11733.1100,10572.2000,30SEP2011,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,28.6333,317.2000,,11955.0100,12303.1600,10362.2600,31OCT2011,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,28.6333,317.2000,,12045.6800,12212.0700,11192.8100,30NOV2011,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,28.6333,343.6000,,12217.5600,12357.3800,11728.4600,31DEC2011,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,27.5800,343.6000,,12632.9100,12884.6300,12260.6200,31JAN2012,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,27.5800,343.6000,,12952.0700,13087.1600,12650.2400,29FEB2012,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,27.5800,330.9600,,13212.0400,13331.7700,12701.3300,31MAR2012,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,28.8900,330.9600,,13213.6300,13316.8600,12715.9300,30APR2012,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,28.8900,330.9600,,12393.4500,13359.6200,12289.2700,31MAY2012,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,28.8900,346.6800,,12880.0900,12917.3700,12003.7500,30JUN2012,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,28.9500,346.6800,,13008.6800,13158.0800,12446.6200,31JUL2012,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,28.9500,346.6800,,13090.8400,13359.4300,12765.2800,31AUG2012,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,28.9500,347.4000,,13437.1300,13697.8200,12949.0200,30SEP2012,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,31.2400,347.4000,,13096.4600,13703.5300,13012.8300,31OCT2012,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,31.2400,347.4000,,13025.5800,13327.6500,12438.4400,30NOV2012,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,31.2400,374.8800,,13104.1400,13412.8400,12857.0500,31DEC2012,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,28.8800,374.8800,,13860.5800,14013.6500,13247.9400,31JAN2013,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,28.8800,374.8800,,14054.4900,14173.5000,13390.3100,28FEB2013,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,28.8800,346.5600,,14578.5400,14633.9800,13920.7100,31MAR2013,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,31.4633,346.5600,,14839.8000,14932.6800,14386.7800,30APR2013,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,31.4633,346.5600,,15115.5700,15542.4000,14687.0500,31MAY2013,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,31.4633,377.5600,,14909.6000,15340.0900,14551.2700,30JUN2013,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,28.5500,377.5600,,15499.5400,15634.3200,14858.9300,31JUL2013,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,28.5500,377.5600,,14810.3100,15658.4300,14760.4100,31AUG2013,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,28.5500,342.6000,,15129.6700,15709.5800,14777.4800,30SEP2013,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,31.1367,342.6000,,15545.7500,15721.0000,14719.4300,31OCT2013,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,31.1367,342.6000,,16086.4100,16174.5100,15522.1800,30NOV2013,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,31.1367,342.6000,,16576.6600,16588.2500,15703.7900,31DEC2013,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,30.6467,373.6400,,15698.8500,16573.0700,15617.5500,31JAN2014,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,30.6467,373.6400,,16321.7100,16398.9500,15340.6900,28FEB2014,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,30.6467,367.7600,,16457.6600,16505.7000,16046.9900,31MAR2014,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,31.7333,367.7600,,16580.8400,16631.6300,16015.3200,30APR2014,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,31.7333,367.7600,,16717.1700,16735.5100,16341.3000,31MAY2014,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,31.7333,380.8000,,16826.6000,16978.0200,16673.6500,30JUN2014,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,,380.8000,,16563.3000,17151.5600,16563.3000,31JUL2014,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,,380.8000,,17098.4500,17153.8000,16333.7800,31AUG2014,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
000005,,,,380.8000,,17042.9000,17350.6400,16934.4300,30SEP2014,Dow Jones Industrials-30 Stk,NONE,I0005,,,DOW
